Question,label
"Nick ran a race in 14.56 seconds. Casey ran the race in 14.58 seconds. 
At which place value are Nick’s and Casey’s race times different? 
 A tens 
 B ones 
 C tenths 
 D hundredths 

",1
"Jean needs $$2\frac{1}{2}$$ cups of flour to make sugar cookies and $$3\frac{1}{4}$$ cups of flour to make peanut butter cookies. 
What is the total number of cups of flour that Jean will need to make both kinds of cookies? 
 A $$5\frac{2}{6}$$ 
 B $$5\frac{3}{4}$$ 
 C $$6\frac{2}{6}$$ 
 D $$6\frac{3}{4}$$ 

",2
"A student wrote this subtraction problem in his notebook. 
$$ 25,000 − 13,476 = \boxed{?} $$ 
What number belongs in the $$ \boxed{?} $$ to make the student’s subtraction problem true? 
 A 11,524 
 B 11,636 
 C 12,476 
 D 12,634 

",1
"The net of a triangular prism and some of its dimensions are shown in the diagram. 
y2017_grade6_q2_img_1.png 
What is the total surface area, in square inches, of the triangular prism? 
Enter your answer in the box. 
",3
"Which of the following statements are correct? 
Select the two correct answers. 
 A The value of the 3 in 4,358 is ten times the value of the 3 in 6,932. 
 B The value of the 3 in 4,358 is one-tenth the value of the 3 in 6,932. 
 C The value of the 3 in 4,358 is one-hundredth the value of the 3 in 6,932. 
 D The value of the 3 in 1,783 is ten times the value of the 3 in 6,932. 
 E The value of the 3 in 1,783 is one-tenth the value of the 3 in 6,932. 
 F The value of the 3 in 1,783 is one-hundredth the value of the 3 in 6,932. 

",2
"Eric divided the sum of 5 and 7 by 6. Which of the following is another way to express Eric’s calculations? 
 A $$\left( 7 \times 6 \right) \div 5$$ 
 B $$5 \div \left( 7 \times 6 \right)$$ 
 C $$\left( 7 + 5 \right) \div 6$$ 
 D $$6 \div \left( 7 + 5 \right)$$ 

",2
"An angle turns through $$ \frac{1}{4} $$ of a circle. What is the measure, in degrees, of the angle? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
",1
"Which of the following statements is true? 
 A $$ \left( 25 \times 10 \right) − 15 $$ is 15 decreased by the product of 25 and 10. 
 B $$ 3 + \left( 19 − 10 \right) $$ is 3 more than the sum of 19 and 10. 
 C $$ 7 − \left( 18 + 38 \right) $$ is 7 less than the sum of 18 and 38. 
 D $$ \left( 24 \div 6 \right) \times 5 $$ is 5 times the quotient of 24 and 6. 

",2
"Camila counted by 8s starting at 0. 
Which of these statements is true? 
 A All of the numbers Camila counted were odd. 
 B All of the numbers Camila counted were even. 
 C All of the numbers Camila counted ended in 2, 4, or 8. 
 D Some of the numbers Camila counted were even, and some were odd. 

",0
"Which of the following graphs shows a constant rate of change between the variables x and y? 
 A y2016_grade6_q5_img_1.png 
 B y2016_grade6_q5_img_2.png 
 C y2016_grade6_q5_img_3.png 
 D y2016_grade6_q5_img_4.png 

",3
"A quadrilateral has these vertices. 
$$ H \left( −3, 2 \right) $$, $$ I \left( 3, 2 \right) $$, $$ J \left( 5, −2 \right) $$, $$ K \left( −5, −2 \right) $$ 
Which of the following graphs shows quadrilateral HIJK? 
 A y2022_grade6_q2_img_1.png 
 B y2022_grade6_q2_img_2.png 
 C y2022_grade6_q2_img_3.png 
 D y2022_grade6_q2_img_4.png 

",3
"This question has three parts. Be sure to label each part of your response. 
Olga, Dave, and Peter each built a right rectangular prism using 1-inch cubes, as shown. 
Olga’s prism y2019_grade5_q4_img_1.png 
Dave’s prism y2019_grade5_q4_img_2.png 
Peter’s prism y2019_grade5_q4_img_3.png 
A. {'element_type': 'text-plain', 'element_value': 'What is the volume, in cubic inches, of Olga’s prism?'} 
B. {'element_type': 'text-plain', 'element_value': 'What is the difference in volume, in cubic inches, between Dave’s prism and Olga’s prism? Show or explain how you got your answer.'} 
C. {'element_type': 'text-plain', 'element_value': 'Peter claims that the volume of his prism is 16 cubic inches. Is Peter correct? Explain why or why not.'} 
",2
"This table shows the number of people who went to the school play on three different days. 
School Play y2017_grade3_q2_img_1.png 
Part A 
Round to the nearest ten the number of people who went to the school play on each of the three days. Show or explain how you got each of your answers. 
Enter your answers and your work or explanation in the space provided. 
Part B 
Isaac is rounding the three numbers in the table to the nearest hundred. He thinks two of the numbers will be the same after they are rounded. Show or explain why Isaac’s reasoning is correct. 
Enter your work or explanation in the space provided. 
",0
"The length of a yellow ribbon is 6.75 inches. The length of a green ribbon is greater than the length of the yellow ribbon. 
Which of the following number lines shows the graph of an inequality that represents all the possible lengths, in inches, of the green ribbon? 
 A y2021_grade6_q15_img_1.png 
 B y2021_grade6_q15_img_2.png 
 C y2021_grade6_q15_img_3.png 
 D y2021_grade6_q15_img_4.png 

",3
"Which fraction model is shaded to show the product of this expression? 
$$ 4 \times \frac{1}{3} $$ 
y2022_grade4_q20_img_1.png 
 A y2022_grade4_q20_img_2.png 
 B y2022_grade4_q20_img_3.png 
 C y2022_grade4_q20_img_4.png 
 D y2022_grade4_q20_img_5.png 

",1
"Which of the following is equivalent to the expression below? 
$$3 \times 3 \times 3 \times 3$$ 
 A $$3^{3}$$ 
 B $$3^{4}$$ 
 C $$4^{3}$$ 
 D $$4 \times 3$$ 

",3
"A number is shown. 
15.837 
Which of the following shows the number rounded to the nearest hundredth? 
 A 15.8 
 B 15.9 
 C 15.83 
 D 15.84 

",2
"A scale rounds the weights of objects to the nearest tenth of a pound. What is 53.864 pounds rounded to the nearest tenth of a pound? 
 A 53.8 pounds 
 B 53.9 pounds 
 C 53.86 pounds 
 D 53.87 pounds 

",2
"A student shaded a fraction model to show the product of this expression. 
$$ \frac{2}{8} \times 3 $$ 
Which of the following fraction models shows the product of the expression? 
 A y2019_grade5_q9_img_1.png 
 B y2019_grade5_q9_img_2.png 
 C y2019_grade5_q9_img_3.png 
 D y2019_grade5_q9_img_4.png 

",2
"Some angles are shown in the diagram below. 
y2016_grade4_q17_img_1.png 
Angle EFG has a measure of $$ 50^{\circ} $$ , and angle GFH has a measure of $$ 30^{\circ} $$ . The sum of the measures of angles EFG, GFH, and HFJ is $$ 120^{\circ} $$ . 
What is the measure, in degrees, of angle HFJ ? 
",1
"What is 18.495 rounded to the nearest whole number? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade5_q2_img_1.png 
",2
"A circle is divided into equal parts, as shown. 
y2022_grade3_q13_img_1.png 
Which fraction of the area of the whole circle is one part? 
 A $$ \frac{1}{3} $$ 
 B $$ \frac{2}{3} $$ 
 C $$ \frac{3}{3} $$ 
 D $$ \frac{4}{3} $$ 

",0
"Use your MCAS ruler to answer question 8. 
A rectangle is shown below. 
y2016_grade3_q8_img_1.png 
What is the perimeter, in centimeters, of the rectangle? 
 A 8 centimeters 
 B 10 centimeters 
 C 15 centimeters 
 D 16 centimeters 

",0
"This scale shows the mass, in grams, of 100 paper clips. 
y2018_grade3_q32_img_1.png 
Based on the mass of 100 paper clips, which of these is closest to the mass of 10 paper clips? 
 A 1 gram 
 B 10 grams 
 C 100 grams 
 D 1000 grams 

",0
"A rectangle has a width of 5 inches and a length of 4 inches. 
Which of these equations shows the perimeter, in inches, of the rectangle? 
 A $$ 5 + 4 = 9 $$ 
 B $$ 5 \times 4 = 20 $$ 
 C $$ 2 + 5 \times 2 + 4 = 16 $$ 
 D $$ 2 \times 5 + 2 \times 4 = 18 $$ 

",1
"Janette had 32 pencils to share with 4 friends. She gave each friend the same number of pencils. 
What is the total number of pencils Janette gave each friend? 
 A 36 
 B 28 
 C 8 
 D 7 

",0
"A student drew a triangle on a coordinate plane. The coordinates of each vertex of the triangle are shown. 
 2_1 $$ E \left( −2, −3 \right) $$ 
 2_2 $$ F \left( 1, 5 \right) $$ 
 2_3 $$ G \left( 4, −3 \right) $$ 

What is the length, in units, of side EG of the triangle? 
 A 2 
 B 3 
 C 6 
 D 7 

",3
"A group of middle school students went to an aquarium for a class trip. Afterward, the principal asked them several questions about their trip to the aquarium. 
Which of the following questions that the principal asked are statistical questions? 
Select the two statistical questions. 
 A Did the aquarium have a gift shop? 
 B Did the aquarium have an elevator? 
 C Is the aquarium open on Tuesdays? 
 D Would you like to visit this aquarium again? 
 E What was your favorite exhibit at the aquarium? 

",3
"This question has two parts. 
Part A 
Four points are shown on this coordinate plane. 
y2019_grade6_q18_img_1.png 
Which ordered pair represents the location of point A on the coordinate plane? 
 A $$ \left( −6, −4 \right) $$ 
 B $$ \left( −4, 6 \right) $$ 
 C $$ \left( 4, 6 \right) $$ 
 D $$ \left( 6, −4 \right) $$ 

Part B 
Point E is represented by the ordered pair $$ \left( −8, 5 \right) $$. A student will reflect the point over the x-axis. 
Which ordered pair will represent point E after it has been reflected over the x-axis? 
 A $$ \left( −8, −5 \right) $$ 
 B $$ \left( −5, −8 \right) $$ 
 C $$ \left( 5, −8 \right) $$ 
 D $$ \left( 8, −5 \right) $$ 

",3
"Which of these shapes appear to have at least one right angle? 
Select the three correct answers. 
 A y2023_grade3_q5_img_1.png 
 B y2023_grade3_q5_img_2.png 
 C y2023_grade3_q5_img_3.png 
 D y2023_grade3_q5_img_4.png 
 E y2023_grade3_q5_img_5.png 

",0
"Christopher planted 24 bean plants in his garden. He placed the bean plants in 4 rows. Each row had the same number of plants. 
a. {'element_type': 'text-plain', 'element_value': 'Draw an array to show how Christopher placed all the bean plants in his garden.'} 
b. {'element_type': 'text-plain', 'element_value': 'How many bean plants did Christopher place in each row?'} 
",0
"Tom used 1-centimeter blocks to build a cube, as shown below. 
y2015_grade5_q19_img_1.png 
What is the volume, in cubic centimeters, of the cube Tom built? 
",2
"Point Q is shown on this number line. 
y2018_grade3_q1_img_1.png 
Which fraction best names point Q on the number line? 
 A $$ \frac{1}{4} $$ 
 B $$ \frac{1}{3} $$ 
 C $$ \frac{3}{4} $$ 
 D $$ \frac{4}{4} $$ 

",0
"Two friends bought a chocolate bar. 
 2_1 One friend ate $$ \frac{2}{8} $$ of the chocolate bar. 
 2_2 The other friend ate $$ \frac{1}{8} $$ of the chocolate bar. 

In which fraction model does the shaded part represent the fraction of the chocolate bar that remains? 
 A y2023_grade4_q19_img_1.png 
 B y2023_grade4_q19_img_2.png 
 C y2023_grade4_q19_img_3.png 
 D y2023_grade4_q19_img_4.png 

",1
"A teacher wrote this number on the board. 
24,473 
The value of the digit in the thousands place is how many times the value of the digit in the hundreds place? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2019_grade4_q11_img_1.png 
",1
"A figure is built out of 9 cubes, as shown. 
y2018_grade6_q24_img_1.png 
The edge length of each cube is $$ \frac{1}{2} $$ foot. What is the volume of the figure? 
 A $$ 1 \frac{1}{8} $$ cubic feet 
 B $$ 2 \frac{1}{4} $$ cubic feet 
 C $$ 3 \frac{1}{2} $$ cubic feet 
 D $$ 4 \frac{1}{2} $$ cubic feet 

",3
"The bar graph shows the numbers of birds that four children saw one day. 
Numbers of Birds Seen y2017_grade3_q3_img_1.png 
How many more birds did Jesse see than Andy saw on that day? 
Enter your answer in the box. 
y2017_grade3_q3_img_2.png 
",0
"The chart below shows the number of minutes for each field day activity. 
Numbers of Laps Children Ran y2015_grade3_q7_img_1.png 
Which two activities take a total of exactly one hour? 
 A Races and Egg Toss 
 B Egg Toss and Kickball 
 C Races and Tag 
 D Tag and Kickball 

",0
"Anton cut a large piece of cloth into small rectangles. Each small rectangle has the same area. The area of each small rectangle is $$\frac{1}{8}$$ the area of the large piece. 
How many small rectangles did Anton cut the large piece of cloth into? 
 A 1 
 B 7 
 C 8 
 D 9 

",0
"Darlene has 16 toy spiders. She has one-half as many toy beetles as she has toy spiders. 
Which of the following equations can be used to find b, the total number of toy beetles Darlene has? 
 A $$16 - 2 = b$$ 
 B $$16 \div 2 = b$$ 
 C $$16 - \frac{1}{2} = b$$ 
 D $$16 \div \frac{1}{2} = b$$ 

",1
"Jasmine is solving this equation. 
$$ \frac{x}{4} = 9 $$ 
What value of $$x$$ makes Jasmine’s equation true? 
 A 5 
 B 9 
 C 13 
 D 36 

",3
"Olga ordered 144 packages of beads from a craft store. Each package contains 25 beads. 
What is the total number of beads Olga ordered? 
 A 1008 
 B 2500 
 C 3380 
 D 3600 

",2
"Which of the following expressions is equivalent to this number? 
3,620,075 
 A $$ \left( 3 \times 100,000 \right) + \left( 6 \times 1,000 \right) + \left( 2 \times 100 \right) + \left( 7 \times 10 \right) + \left( 5 \times 1 \right) $$ 
 B $$ \left( 3 \times 100,000 \right) + \left( 6 \times 10,000 \right) + \left( 2 \times 1,000 \right) + \left( 7 \times 100 \right) + \left( 5 \times 10 \right) $$ 
 C $$ \left( 3 \times 1,000,000 \right) + \left( 6 \times 100,000 \right) + \left( 2 \times 10,000 \right) + \left( 7 \times 10 \right) + \left( 5 \times 1 \right) $$ 
 D $$ \left( 3 \times 1,000,000 \right) + \left( 6 \times 10,000 \right) + \left( 2 \times 1,000 \right) + \left( 7 \times 100 \right) + \left( 5 \times 10 \right) $$ 

",2
"A right rectangular prism is made of cubes, with no gaps or overlaps. Each cube has an edge length of 1 inch, as shown. 
y2022_grade5_q1_img_1.png 
Which of the following expressions can be used to find the volume, in cubic inches, of the prism? 
 A $$ 6 + 4 + 3 $$ 
 B $$ 6 \times 4 \times 3 $$ 
 C $$ \left( 6 \times 4 \right) + 3 $$ 
 D $$ 6 \times \left( 4 + 3 \right) $$ 

",2
"Which of the following expressions represents ""subtract 17 from x"" ? 
 A $$17 - x$$ 
 B $$x - 17$$ 
 C $$-17x$$ 
 D $$-x -17$$ 

",3
"Which of the following expressions has a product that contains 6 zeros? 
 A $$6 \times 10^{4}$$ 
 B $$8.3 \times 10^{5}$$ 
 C $$2.4 \times 10^{6}$$ 
 D $$41 \times 10^{6}$$ 

",2
"An artist bought 5 yards of rope. Which of the following is equivalent to 5 yards? 
 A 3 feet 
 B 15 feet 
 C 60 feet 
 D 180 feet 

",1
"This question has four parts. Be sure to label each part of your response. 
On Monday, there were 18 chickens and 12 sheep in a field. There were no other animals in the field. 
A. {'element_type': 'text-plain', 'element_value': 'What was the ratio of chickens to sheep in the field on Monday?'} 
B. {'element_type': 'number+text', 'element_value': 'For every 2 sheep in the field on Monday, how many chickens were in the field? Show or explain how you got your answer.'} 
C. {'element_type': 'text+math_expression', 'element_value': 'The ratio $$ 3:5 $$ can also be used to describe a relationship between the animals in the field on Monday. What relationship could this ratio describe? Show or explain how you got your answer.'} 
D. {'element_type': 'number+text', 'element_value': 'On Tuesday, there were 4 more sheep in the field. Write a ratio to show the relationship between the number of sheep and the total number of animals in the field on Tuesday. Show or explain how you got your answer.'} 
",3
Dave was working as a sacker at a grocery store where he made six dollars an hour. On Monday he worked six hours and on Tuesday he worked two hours. How much money did Dave make in those two days?,0
"Which of the following shapes appears to be a rhombus? 
 A y2019_grade5_q11_img_1.png 
 B y2019_grade5_q11_img_2.png 
 C y2019_grade5_q11_img_3.png 
 D y2019_grade5_q11_img_4.png 

",2
"This question has four parts. Be sure to label each part of your response. 
A city planner is using the coordinate plane shown in your answer space to design a new playground. She has already plotted the location of the swings. 
A. [{'element_id': 'A_1', 'element_type': 'text+math_expression', 'element_value': 'She will locate the slide at the point $$ \\left( 13, 5 \\right) $$.'}, {'element_id': 'A_2', 'element_type': 'text-plain', 'element_value': 'On the coordinate plane provided in your answer space, plot the point that represents the location of the slide.'}] 
B. {'element_type': 'text-plain', 'element_value': 'What is the ordered pair that represents the location of the swings on the coordinate plane?'} 
C. [{'element_id': 'C_1', 'element_type': 'number+text', 'element_value': 'The planner will locate the restroom 9 units from the origin along the x-axis and 2 units from the origin along the y-axis.'}, {'element_id': 'C_2', 'element_type': 'text-plain', 'element_value': 'What is an ordered pair that she can use to represent the location of the restroom?'}] 
D. [{'element_id': 'D_1', 'element_type': 'number+text', 'element_value': 'The planner will locate a picnic area 3 units away from the swings on the coordinate plane.'}, {'element_id': 'D_2', 'element_type': 'text-plain', 'element_value': 'What are two ordered pairs that she can use to represent possible locations of the picnic area? Show or explain how you found your answers.'}] 
y2022_grade5_q13_img_1.png 
",2
"In your Student Answer Booklet, draw an angle that measures $$ 180^{\circ} $$ . 
",1
"This circle is divided into equal parts. 
y2021_grade3_q6_img_1.png 
What fraction of the area of the whole circle is one part? 
 A $$ \frac{1}{1} $$ 
 B $$ \frac{6}{1} $$ 
 C $$ \frac{1}{6} $$ 
 D $$ \frac{6}{6} $$ 

",0
"Ling earns $12 each time he shovels his neighbor’s driveway. He earned a total of $108 shoveling the driveway last winter. Which of the following equations could be used to find w, the number of times Ling shoveled his neighbor’s driveway last winter? 
 A $$ 108w = 12 $$ 
 B $$ 12w = 108 $$ 
 C $$ w + 12 = 108 $$ 
 D $$ 108 + w = 12 $$ 

",3
"Natalia sold clips to 48 of her friends in April, and then she sold half as many clips in May. How many clips did Natalia sell altogether in April and May?",0
"This question has four parts. Be sure to label each part of your response. 
There were 15 customers at a book sale. This dot plot shows the amount of money, in dollars, that each customer spent at the book sale. 
Money Spent at Book Sale\n(dollars) y2022_grade6_q4_img_1.png 
A. {'element_type': 'number+text', 'element_value': 'Based on the dot plot, how many customers at the book sale spent exactly 17 dollars? Explain your reasoning.'} 
B. {'element_type': 'text-plain', 'element_value': 'How many customers at the book sale spent less than the median amount of money spent at the book sale? Show or explain how you got your answer.'} 
C. {'element_type': 'number+text', 'element_value': 'How many customers at the book sale spent more than 14 dollars but less than 22 dollars? Show or explain how you got your answer.'} 
D. {'element_type': 'number+text', 'element_value': 'What percent of the customers at the book sale spent less than 20 dollars? Show or explain how you got your answer.'} 
",3
"Very early this morning, Elise left home in a cab headed for the hospital. Fortunately, the roads were clear, and the cab company only charged her a base price of $3, and $4 for every mile she traveled. If Elise paid a total of $23, how far is the hospital from her house?",0
"The ratio of mass to volume for a type of metal is 27 grams to 10 cubic centimeters. A sample of the metal has a mass of 81 grams. 
What is the volume, in cubic centimeters, of the sample of metal? 
 A 30 
 B 64 
 C 118 
 D 810 

",3
"The coach of a soccer team recorded the number of goals the team scored in each game last season. The coach determined the measures of center for the data. 
Which of the following statistics are measures of center for the data? 
Select the three correct answers. 
 A the mean number of goals 
 B the median number of goals 
 C the maximum number of goals 
 D the mode of the number of goals 
 E the range of the number of goals 
 F the interquartile range of the number of goals 

",3
"Which of the following is less than $$ \frac{20}{3} $$ ? 
 A $$ \frac{20}{4} $$ 
 B $$ \frac{21}{3} $$ 
 C 6.75 
 D 20.3 

",3
"Abigail, Beatrice, and Carson combine their eggs to sell them at the market. If Abigail has 37 eggs, Beatrice has 49 eggs, and Carson has 14 eggs, and if eggs can only be sold in cartons of 12, how many eggs will be left over if all cartons are sold?",1
"Which of the following expressions are equivalent to this decimal number? 
2.097 
Select the two correct answers. 
 A $$ 2 \times 1 + \left( 97 \times \frac{1}{100} \right) $$ 
 B $$ 2 \times 1 + \left( 97 \times \frac{1}{1000} \right) $$ 
 C $$ 2 \times 1 + \left( 9 \times \frac{1}{10} \right) + \left( 7 \times \frac{1}{100} \right) $$ 
 D $$ 2 \times 1 + \left( 9 \times \frac{1}{10} \right) + \left( 7 \times \frac{1}{1000} \right) $$ 
 E $$ 2 \times 1 + \left( 9 \times \frac{1}{100} \right) + \left( 7 \times \frac{1}{1000} \right) $$ 

",2
"Which of these is equal to the expression below? 
$$8 \times 6$$ 
 A $$(5 \times 3) \times 6$$ 
 B $$(5 \times 3) + 6$$ 
 C $$(5 + 3) + 6$$ 
 D $$(5 + 3) \times 6$$ 

",0
"Which of these number lines shows a point that represents the location of $$ \frac{10}{6} $$ ? 
 A y2021_grade3_q15_img_1.png 
 B y2021_grade3_q15_img_2.png 
 C y2021_grade3_q15_img_3.png 
 D y2021_grade3_q15_img_4.png 

",0
"Which of these shapes has the same number of angles as a rhombus? 
 A triangle 
 B hexagon 
 C pentagon 
 D rectangle 

",0
"This table shows the number of books read by three students during the school year. 
Books Read y2019_grade3_q13_img_1.png 
Which picture graph shows the number of books read by each student during the school year? Be sure to use this key. 
y2019_grade3_q13_img_2.png 
 A Books Read y2019_grade3_q13_img_3.png 
 B Books Read y2019_grade3_q13_img_4.png 
 C Books Read y2019_grade3_q13_img_5.png 
 D Books Read y2019_grade3_q13_img_6.png 

",0
"In which of these numbers does the 7 have a value that is ten times the value of the 7 in 9,176? 
 A 2,473 
 B 3,724 
 C 4,327 
 D 7,432 

",1
"Cement is shipped in bags. Each bag weighs 80 pounds. A construction worker needs 1,250 pounds of cement to complete a job. 
What is the total number of bags of cement that should be shipped for the construction worker to complete the job? 
 A 14 
 B 15 
 C 16 
 D 17 

",2
"A group of 12 friends are going skating. Some of the friends will rent skates. 
 2_1 5 of the friends will not rent skates. 
 2_2 The remaining friends will each rent skates for $3.00. 

Which of these number lines shows a point that represents the total amount, in dollars, the group will pay to rent skates? 
 A Total Amount (dollars) y2021_grade3_q13_img_1.png 
 B Total Amount (dollars) y2021_grade3_q13_img_2.png 
 C Total Amount (dollars) y2021_grade3_q13_img_3.png 
 D Total Amount (dollars) y2021_grade3_q13_img_4.png 

",0
"Ms. Smith and Mr. Lin are both mathematics teachers. These graphs show the amounts of money Ms. Smith and Mr. Lin charge for different numbers of hours of tutoring. 
Ms. Smith’s
Tutoring Charges y2018_grade6_q11_img_1.png 
Mr. Lin’s
Tutoring Charges y2018_grade6_q11_img_2.png 
Based on the graphs, how much more does Ms. Smith charge for 6 hours of tutoring than Mr. Lin charges for 6 hours of tutoring? 
 A $50 
 B $60 
 C $180 
 D $240 

",3
"A zookeeper counted the birds at a zoo. He recorded the following number of birds for each type of bird: 
 2_1 21 flamingos 
 2_2 24 penguins 
 2_3 6 storks 

Which relationship between the different types of birds at the zoo can be represented by the ratio $$ 7:8 $$? 
 A flamingos to storks 
 B flamingos to penguins 
 C storks to all birds at the zoo 
 D penguins to all birds at the zoo 

",3
"The 7 children in a family equally shared 4 pizzas. All the pizzas were the same size. Which fraction represents the amount of pizza in each child’s share? 
 A $$ \frac{4}{7} $$ 
 B $$ \frac{7}{4} $$ 
 C $$ 1 \frac{3}{7} $$ 
 D $$ 1 \frac{4}{7} $$ 

",2
"The length and width of a field are shown in the diagram below. 
y2015_grade4_q21_img_1.png 
a. {'element_type': 'text-plain', 'element_value': 'What is the perimeter, in feet, of the field? Show or explain how you got your answer.'} 
b. {'element_type': 'text-plain', 'element_value': 'What is the area, in square feet, of the field? Show or explain how you got your answer.'} 
Both the length and the width of the field will be increased by 10 feet. 
c. {'element_type': 'text-plain', 'element_value': 'What will be the new area, in square feet, of the field? Show or explain how you got your answer.'} 
",1
"A child ate $$ \frac{1}{2} $$ of an apple pie, and her sister ate $4 \frac{1}{3} $$ of the same pie. 
In which of the following fraction models does the shaded part show the total fraction of the pie eaten by the two sisters? 
 A Pie y2023_grade5_q20_img_1.png 
 B Pie y2023_grade5_q20_img_2.png 
 C Pie y2023_grade5_q20_img_3.png 
 D Pie y2023_grade5_q20_img_4.png 

",2
