Question,label
"Which of the following expressions are equivalent to this decimal number? 
2.097 
Select the two correct answers. 
 A $$ 2 \times 1 + \left( 97 \times \frac{1}{100} \right) $$ 
 B $$ 2 \times 1 + \left( 97 \times \frac{1}{1000} \right) $$ 
 C $$ 2 \times 1 + \left( 9 \times \frac{1}{10} \right) + \left( 7 \times \frac{1}{100} \right) $$ 
 D $$ 2 \times 1 + \left( 9 \times \frac{1}{10} \right) + \left( 7 \times \frac{1}{1000} \right) $$ 
 E $$ 2 \times 1 + \left( 9 \times \frac{1}{100} \right) + \left( 7 \times \frac{1}{1000} \right) $$ 

",2
"A teacher wrote this number on the board. 
24,473 
The value of the digit in the thousands place is how many times the value of the digit in the hundreds place? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2019_grade4_q11_img_1.png 
",1
"Alani earned $45 for 3 hours of baby-sitting. At the same rate, for how many hours would she need to baby-sit to earn $75?",0
"Each meal at a school cafeteria is served with 2 portions of vegetables. What is the ratio of meals served to portions of vegetables served at the school cafeteria? 
 A 1 : 2 
 B 1 : 3 
 C 2 : 1 
 D 3 : 1 

",3
"Compute: 
$$\left(9 + 2\right) \times \left(8 - 5\right)$$ 
",2
"Point Q is shown on this number line. 
y2018_grade3_q1_img_1.png 
Which fraction best names point Q on the number line? 
 A $$ \frac{1}{4} $$ 
 B $$ \frac{1}{3} $$ 
 C $$ \frac{3}{4} $$ 
 D $$ \frac{4}{4} $$ 

",0
"The recipe on a box of pancake mix tells how many cups of pancake mix are needed to make different numbers of pancakes, as shown in the table below. 
Pancake Recipe y2016_grade4_q16_img_1.png 
Based on the information in the table, how many pancakes can be made with 6 cups of pancake mix? 
 A 39 
 B 40 
 C 46 
 D 48 

",1
"Which of these problems can be solved using this division expression? 
$$ 56 \div 7 $$ 
Select the two correct answers. 
 A A student has 56 juice boxes. A cooler will hold 7 juice boxes. How many coolers are needed to hold all of the juice boxes? 
 B A student has 56 juice boxes. Of the 56 juice boxes, 7 juice boxes are fruit punch. How many juice boxes are not fruit punch? 
 C A student has 56 juice boxes. He will give 7 juice boxes to his brother. How many juice boxes will the student have remaining? 
 D A student has 56 juice boxes. He will buy 7 more juice boxes at the store. How many juice boxes will the student have after he gets home from the store? 
 E A student has 56 juice boxes. The juice boxes are in packages. Each package has 7 juice boxes. How many packages of juice boxes does the student have? 

",0
"A teacher wrote these equations. The value of c is the same in each equation. 
$$ 13 \times 8 = c $$ 
$$ c = \boxed{ \space ? \space } \times 13 $$ 
What value belongs in the $$ \boxed{ \space ? \space } $$ to make the equation true? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2023_grade3_q4_img_1.png 
",0
"Olga ordered 144 packages of beads from a craft store. Each package contains 25 beads. 
What is the total number of beads Olga ordered? 
 A 1008 
 B 2500 
 C 3380 
 D 3600 

",2
"Claire correctly worked out the answer to a subtraction problem. Which of these could be Claire’s problem and work? 
 A y2022_grade4_q2_img_1.png 
 B y2022_grade4_q2_img_2.png 
 C y2022_grade4_q2_img_3.png 
 D y2022_grade4_q2_img_4.png 

",1
"A farmer picked oranges and put them all into 9 boxes. Each box had the same number of oranges. 
Which of the following could be the number of oranges the farmer picked? 
 A 299 
 B 281 
 C 273 
 D 261 

",3
" 
84, 76, 68, 60, $$ \underline{ \space ? \space } $$ 
What is the next number in the pattern? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade3_q11_img_1.png 
",0
"In 1999, the U.S. Postal Service sold 15 stamps for $4.95. In 2018, the U.S. Postal Service sold 12 stamps for $6.00. Which of the following statements correctly show the unit rate, in dollars, per stamp for each year? 
Select the two correct answers. 
 A In 1999, the unit rate was $0.33 per stamp. 
 B In 1999, the unit rate was $0.41 per stamp. 
 C In 1999, the unit rate was $0.50 per stamp. 
 D In 2018, the unit rate was $0.33 per stamp. 
 E In 2018, the unit rate was $0.41 per stamp. 
 F In 2018, the unit rate was $0.50 per stamp. 

",3
"Madison finished \frac{4}{5}$$ of her homework before dinner. What percent of Madison’s homework is left to finish? 
 A 15% 
 B 20% 
 C 45% 
 D 80% 

",3
"This coordinate plane shows the location of the city hall. 
y2018_grade5_q22_img_1.png 
Which ordered pair represents the location on the coordinate plane of the city hall? 
 A $$ \left( 3, 4 \right) $$ 
 B $$ \left( 4, 3 \right) $$ 
 C $$ \left( 4, 0 \right) $$ 
 D $$ \left( 0, 3 \right) $$ 

",2
"The owners of a melon farm recorded the weights of nine melons in a line plot, as shown. 
Melons y2018_grade5_q14_img_1.png 
When the owners record the weight of a tenth melon, the difference in weight between the heaviest and the lightest melons is $$ 2 \frac{3}{4} $$ pounds. Which of the following could be the weight of the tenth melon? 
 A $$ 2 \frac{1}{2} $$ pounds 
 B $$ 2 \frac{3}{4} $$ pounds 
 C $$ 7 \frac{1}{2} $$ pounds 
 D $$ 7 \frac{3}{4} $$ pounds 

",2
"This question has four parts. Be sure to label each part of your response. 
A city planner is using the coordinate plane shown in your answer space to design a new playground. She has already plotted the location of the swings. 
A. [{'element_id': 'A_1', 'element_type': 'text+math_expression', 'element_value': 'She will locate the slide at the point $$ \\left( 13, 5 \\right) $$.'}, {'element_id': 'A_2', 'element_type': 'text-plain', 'element_value': 'On the coordinate plane provided in your answer space, plot the point that represents the location of the slide.'}] 
B. {'element_type': 'text-plain', 'element_value': 'What is the ordered pair that represents the location of the swings on the coordinate plane?'} 
C. [{'element_id': 'C_1', 'element_type': 'number+text', 'element_value': 'The planner will locate the restroom 9 units from the origin along the x-axis and 2 units from the origin along the y-axis.'}, {'element_id': 'C_2', 'element_type': 'text-plain', 'element_value': 'What is an ordered pair that she can use to represent the location of the restroom?'}] 
D. [{'element_id': 'D_1', 'element_type': 'number+text', 'element_value': 'The planner will locate a picnic area 3 units away from the swings on the coordinate plane.'}, {'element_id': 'D_2', 'element_type': 'text-plain', 'element_value': 'What are two ordered pairs that she can use to represent possible locations of the picnic area? Show or explain how you found your answers.'}] 
y2022_grade5_q13_img_1.png 
",2
"A parent needs $$ \frac{1}{4} $$ cup of lemonade mix to make one pitcher of lemonade. She has $$ \frac{1}{3} $$ cup of lemonade mix. 
Which of the following expressions represents the number of pitchers of lemonade that the parent can make with $$ \frac{1}{3} $$ cup of lemonade mix? 
 A $$ \frac{1}{3} \times \frac{1}{4} $$ 
 B $$ \frac{1}{3} \div \frac{1}{4} $$ 
 C $$ \frac{1}{4} + \frac{1}{3} $$ 
 D $$ \frac{1}{4} \div \frac{1}{3} $$ 

",3
"Lily made some cookies, as shown. 
y2023_grade4_q1_img_1.png 
Lily made 2 times as many cookies as Tommy made. How many cookies did Tommy make? 
 A 12 
 B 24 
 C 36 
 D 48 

",1
"One cup of trail mix contains $$ \frac{1}{3} $$ pound of dried fruit. Riley has $$ 7 \frac{1}{2} $$ cups of the trail mix. 
What is the total amount, in pounds, of dried fruit in Riley’s trail mix? 
 A $$ 3 \frac{1}{6} $$ 
 B $$ 2 \frac{1}{2} $$ 
 C $$ 2 \frac{1}{3} $$ 
 D $$ 1 \frac{1}{6} $$ 

",2
"Which of these shapes appear to have at least one right angle? 
Select the three correct answers. 
 A y2023_grade3_q5_img_1.png 
 B y2023_grade3_q5_img_2.png 
 C y2023_grade3_q5_img_3.png 
 D y2023_grade3_q5_img_4.png 
 E y2023_grade3_q5_img_5.png 

",0
"This model shows that $$ \frac{4}{6} $$ of the figure is shaded. 
y2017_grade3_q11_img_1.png 
Which of these fractions is equal to $$ \frac{4}{6} $$ ? 
 A $$ \frac{2}{3} $$ 
 B $$ \frac{3}{4} $$ 
 C $$ \frac{6}{4} $$ 
 D $$ \frac{2}{6} $$ 

",0
"A gardener collected water from 7 different buckets in one large container. 
 2_1 Each bucket had 3 liters of water. 
 2_2 The gardener poured the water in all the buckets into the large container. 

Which of these diagrams shows the total amount of water, in liters, in the large container after the gardener poured the water from the buckets into it? 
 A y2023_grade3_q3_img_1.png 
 B y2023_grade3_q3_img_2.png 
 C y2023_grade3_q3_img_3.png 
 D y2023_grade3_q3_img_4.png 

",0
"A food company packages flavor cubes used for making soup. The flavor cubes are packaged in a box that is in the shape of a rectangular prism. 
 2_1 Each flavor cube has an edge length of 1 centimeter. 
 2_2 Each box holds exactly 2 layers of flavor cubes with no gaps or spaces. 
 2_3 Each layer in the box holds 9 flavor cubes. 

What is the volume of one box of flavor cubes? 
 A 12 cubic centimeters 
 B 13 cubic centimeters 
 C 18 cubic centimeters 
 D 19 cubic centimeters 

",2
"Anjali has the shape shown. 
y2018_grade4_q1_img_1.png 
What is the total number of right angles Anjali’s shape appears to have? 
 A 0 
 B 1 
 C 2 
 D 3 

",1
"This scale shows the mass, in grams, of 100 paper clips. 
y2018_grade3_q32_img_1.png 
Based on the mass of 100 paper clips, which of these is closest to the mass of 10 paper clips? 
 A 1 gram 
 B 10 grams 
 C 100 grams 
 D 1000 grams 

",0
"A mail carrier delivered mail to 84 houses in 3 hours. At what rate did the mail carrier deliver the mail? 
 A 24 houses per hour 
 B 28 houses per hour 
 C 81 houses per hour 
 D 87 houses per hour 

",3
"Diego writes 6 poems per week. 
Which of the following expressions can be used to show the number of poems Diego writes in w weeks? 
 A $$ 6 \div w $$ 
 B $$ 6 \times w $$ 
 C $$ 6 + w $$ 
 D $$ 6 - w $$ 

",3
"A student wrote this subtraction problem in his notebook. 
$$ 25,000 − 13,476 = \boxed{?} $$ 
What number belongs in the $$ \boxed{?} $$ to make the student’s subtraction problem true? 
 A 11,524 
 B 11,636 
 C 12,476 
 D 12,634 

",1
"The widths, in inches, of some insects are shown. 
y2019_grade3_q2_img_1.png 
Which line plot shows the number of insects with each width? 
 A Insect Widths y2019_grade3_q2_img_2.png 
 B Insect Widths y2019_grade3_q2_img_3.png 
 C Insect Widths y2019_grade3_q2_img_4.png 
 D Insect Widths y2019_grade3_q2_img_5.png 

",0
"Compute: 
$$42 \div 7$$ 
Write your answer in the Answer Box below. 
Answer Box y2016_grade3_q4_img_1.png 
",0
"A radio station manager has $1000 in prize money to give away. She will give away $50 in prize money each hour. 
Which of the following expressions represents the amount of prize money the radio station manager will have left to give away after h hours, where h is any number of hours? 
 A $$1000 + 50h$$ 
 B $$1000h + 50$$ 
 C $$1000 - 50h$$ 
 D $$1000h - 50$$ 

",3
"Ms. Montano asked her students to solve the equation shown in the box below. 
$$\frac{6}{7} + \frac{5}{6} = n$$ 
Which of the following is closest to the value of n ? 
 A $$\frac{1}{4}$$ 
 B $$\frac{3}{4}$$ 
 C $$1\frac{1}{2}$$ 
 D $$5\frac{1}{2}$$ 

",2
"Which of these shapes appear to be rhombuses? 
Select the two correct answers. 
 A y2021_grade3_q5_img_1.png 
 B y2021_grade3_q5_img_2.png 
 C y2021_grade3_q5_img_3.png 
 D y2021_grade3_q5_img_4.png 
 E y2021_grade3_q5_img_5.png 

",0
"Which of these figures has the same area as a rectangle that has a length of 6 inches and a width of 5 inches? 
 A y2018_grade3_q10_img_1.png 
 B y2018_grade3_q10_img_2.png 
 C y2018_grade3_q10_img_3.png 
 D y2018_grade3_q10_img_4.png 

",0
"The length of a pencil is 13.8 centimeters. What is the length of the pencil rounded to the ones place? 
 A 10 centimeters 
 B 12 centimeters 
 C 13 centimeters 
 D 14 centimeters 

",2
"Nathan had 24 balloons. He gave some of his balloons to 3 friends. He gave each friend 5 balloons. 
How many balloons does Nathan have now? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2018_grade3_q30_img_1.png 
",0
"Which of these shapes appear to have at least one pair of parallel sides and at least one pair of perpendicular sides? 
Select the three correct shapes. 
 A y2022_grade4_q18_img_1.png 
 B y2022_grade4_q18_img_2.png 
 C y2022_grade4_q18_img_3.png 
 D y2022_grade4_q18_img_4.png 
 E y2022_grade4_q18_img_5.png 

",1
"Which of the following expressions has the greatest value? 
 A $$2^{3} + 2^{3}$$ 
 B $$2^{3} + 7^{1}$$ 
 C $$3^{2} + 3^{2}$$ 
 D $$3^{2} + 7^{1}$$ 

",3
"A metal bar has a mass of 5 kilograms. 
Which of these is the mass, in grams, of the bar? 
 A 50 grams 
 B 500 grams 
 C 5,000 grams 
 D 50,000 grams 

",1
"A pet store needs to put 23 birds into birdcages. Each birdcage can hold 4 birds. 
What is the least number of cages the pet store needs to hold all the birds? 
 A 7 
 B 6 
 C 5 
 D 4 

",1
"The histogram below represents the number of minutes some students studied for a geography quiz. 
Minutes Spent Studying y2016_grade6_q9_img_1.png 
Based on the histogram, what is the total number of students who studied between 11 and 25 minutes for the geography quiz? 
 A 6 
 B 14 
 C 21 
 D 33 

",3
"A chair costs 1/7 of the cost of a table. If a table costs $140, how much will it cost to buy a table and 4 chairs?",1
"Some angles are shown in the diagram below. 
y2016_grade4_q17_img_1.png 
Angle EFG has a measure of $$ 50^{\circ} $$ , and angle GFH has a measure of $$ 30^{\circ} $$ . The sum of the measures of angles EFG, GFH, and HFJ is $$ 120^{\circ} $$ . 
What is the measure, in degrees, of angle HFJ ? 
",1
"What is the value of this expression? 
$$ 6 \times \left( 11 − 8 \right) − 3 $$ 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
",2
"This question has two parts. 
A child spent time doing three activities after school. 
 2_1 He spent 30 minutes doing homework. 
 2_2 He spent 45 minutes doing chores. 
 2_3 He spent 1 hour and 15 minutes playing outside. 

Part A 
How many more minutes did the child spend doing chores than doing homework? Show or explain how you got your answer. 
Enter your answer and your work or explanation in the space provided. 
Part B 
What is the total number of minutes the child spent doing all three activities? Show or explain how you got your answer. 
Enter your answer and your work or explanation in the space provided. 
",0
"Which of these shapes appears to be a quadrilateral with perpendicular sides? 
 A y2023_grade4_q7_img_1.png 
 B y2023_grade4_q7_img_2.png 
 C y2023_grade4_q7_img_3.png 
 D y2023_grade4_q7_img_4.png 

",1
"Which of these equations are true? 
Select the three correct answers. 
 A $$ 40 \div 5 = 8 $$ 
 B $$ 40 \div 5 = 9 $$ 
 C $$ 72 \div 8 = 9 $$ 
 D $$ 72 \div 8 = 7 $$ 
 E $$ 81 \div 9 = 8 $$ 
 F $$ 81 \div 9 = 9 $$ 

",0
"This question has three parts. Be sure to label each part of your response. 
Olga, Dave, and Peter each built a right rectangular prism using 1-inch cubes, as shown. 
Olga’s prism y2019_grade5_q4_img_1.png 
Dave’s prism y2019_grade5_q4_img_2.png 
Peter’s prism y2019_grade5_q4_img_3.png 
A. {'element_type': 'text-plain', 'element_value': 'What is the volume, in cubic inches, of Olga’s prism?'} 
B. {'element_type': 'text-plain', 'element_value': 'What is the difference in volume, in cubic inches, between Dave’s prism and Olga’s prism? Show or explain how you got your answer.'} 
C. {'element_type': 'text-plain', 'element_value': 'Peter claims that the volume of his prism is 16 cubic inches. Is Peter correct? Explain why or why not.'} 
",2
"What is 18.495 rounded to the nearest whole number? 
Enter your answer in the answer boxes at the top of the answer grid and completely fill the matching circles. 
y2022_grade5_q2_img_1.png 
",2
"For this question, you will draw three shapes on the grid in your Student Answer Booklet. 
a. {'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a parallelogram. Label your parallelogram A.'} 
b. [{'element_id': 'b_1', 'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a triangle that has two sides that are perpendicular to each other.'}, {'element_id': 'b_2', 'element_type': 'text-plain', 'element_list': [{'element_id': 'b_2_1', 'element_type': 'text-plain', 'element_value': 'Label your triangle B.'}, {'element_id': 'b_2_2', 'element_type': 'text-plain', 'element_value': 'Put an X on each of the sides that are perpendicular.'}, {'element_id': 'b_2_3', 'element_type': 'text-plain', 'element_value': 'Explain how you know the sides you labeled X are perpendicular.'}]}, {'element_id': '4', 'element_type': 'sub_question', 'sub_question_id': 'c.', 'sub_question': {'element_type': 'text-plain', 'element_value': 'On the grid in your Student Answer Booklet, draw a shape that has at least one pair of parallel sides, at least one pair of perpendicular sides, and only two right angles. Label your shape C.'}}, {'element_id': '5', 'element_type': 'sub_question', 'sub_question_id': 'd.', 'sub_question': {'element_type': 'text-plain', 'element_value': 'What is the mathematical name of the shape you drew in part (c)?'}}] 
",1
"Devin wrote a number in expanded form, as shown below. 
500,000 + 90,000 + 3,000 + 20 + 8 
Write Devin’s number in standard form. 
",1
"Which of the following values belong in the $$ \boxed{?} $$ to make this statement true? 
$$ 11 \times \frac{ \boxed{?} }{5} $$ is greater than 11. 
Select the three correct answers. 
 A 3 
 B 7 
 C 8 
 D 4 
 E 6 
 F 5 

",2
"Paloma shaded a circle to model a fraction that is equivalent to $$ \frac{6}{10} $$ . Which of these could be the circle Paloma shaded? 
 A y2018_grade4_q32_img_1.png 
 B y2018_grade4_q32_img_2.png 
 C y2018_grade4_q32_img_3.png 
 D y2018_grade4_q32_img_4.png 

",1
"A circular pool is located in the center of a square park. The park, the pool, and some of their dimensions are shown in the diagram below. 
Park y2016_grade6_q12_img_1.png 
a. {'element_type': 'text-plain', 'element_value': 'What is the radius, in yards, of the pool? Show or explain how you got your answer.'} 
b. {'element_type': 'text+math_expression', 'element_value': 'What is the circumference, in yards, of the pool? Show or explain how you got your answer. (Use 3.14 for $$\\pi$$.)'} 
c. {'element_type': 'text+math_expression', 'element_value': 'What is the area, in square yards, of the pool? Show or explain how you got your answer. (Use 3.14 for $$\\pi$$.)'} 
The ground in the park surrounding the pool is covered with grass. 
d. {'element_type': 'text-plain', 'element_value': 'What is the total area, in square yards, of the ground in the park that is covered with grass? Show or explain how you got your answer.'} 
",3
"The Walker family drove 362 miles. 
What is 362 rounded to the nearest hundred? 
 A 300 
 B 360 
 C 370 
 D 400 

",0
"Very early this morning, Elise left home in a cab headed for the hospital. Fortunately, the roads were clear, and the cab company only charged her a base price of $3, and $4 for every mile she traveled. If Elise paid a total of $23, how far is the hospital from her house?",0
"Which of the following expressions is equivalent to $$ 5 \times \frac{1}{2} $$ ? 
 A $$ 5 \times 1 \div 2 $$ 
 B $$ 5 \times 2 \div 1 $$ 
 C $$ \left( 5 \times 1 \right) \div \left( 5 \times 2 \right) $$ 
 D $$ \left( 5 \times 2 \right) \div \left( 5 \times 1 \right) $$ 

",2
"This question has three parts. Be sure to label each part of your response. 
A doctor works in her office 5 days each week. Each day she works, she drives a total of 19 miles to and from her office. 
A. {'element_type': 'text-plain', 'element_value': 'What is the total distance, in miles, the doctor drives to and from her office each week? Show or explain how you got your answer.'} 
B. [{'element_id': 'B_1', 'element_type': 'number+text', 'element_value': 'The doctor worked 48 weeks last year.'}, {'element_id': 'B_2', 'element_type': 'text-plain', 'element_value': 'What is the total distance, in miles, she drove to and from her office last year? Show or explain how you got your answer.'}] 
C. [{'element_id': 'C_1', 'element_type': 'number+text', 'element_value': 'The doctor worked the same number of weeks each year for the last 7 years.'}, {'element_id': 'C_2', 'element_type': 'number+text', 'element_value': 'What is the total distance, in miles, the doctor drove to and from her office over the last 7 years? Show or explain how you got your answer.'}] 
",1
"A student collects data by asking students in his math class some questions. Which of the following questions are statistical questions? 
Select the two statistical questions. 
 A Who is your math teacher? 
 B What is your favorite subject? 
 C How many minutes long is math class? 
 D Did the teacher give a math quiz today? 
 E How many minutes do you spend on math homework each week? 

",3
"Which model shows a way to multiply 3 by 14? 
 A y2015_grade4_q5_img_1.png 
 B y2015_grade4_q5_img_2.png 
 C y2015_grade4_q5_img_3.png 
 D y2015_grade4_q5_img_4.png 

",1
"Two friends bought a chocolate bar. 
 2_1 One friend ate $$ \frac{2}{8} $$ of the chocolate bar. 
 2_2 The other friend ate $$ \frac{1}{8} $$ of the chocolate bar. 

In which fraction model does the shaded part represent the fraction of the chocolate bar that remains? 
 A y2023_grade4_q19_img_1.png 
 B y2023_grade4_q19_img_2.png 
 C y2023_grade4_q19_img_3.png 
 D y2023_grade4_q19_img_4.png 

",1
"Which of the following statements about quadrilaterals is true? 
 A Every rhombus is also a square. 
 B Every trapezoid is also a square. 
 C Every rhombus is also a parallelogram. 
 D Every trapezoid is also a parallelogram. 

",2
"Which expressions each have a value of 64? 
Select the three correct answers. 
 A $$ 2^{6} $$ 
 B $$ 3^{4} $$ 
 C $$ 4^{3} $$ 
 D $$ 6^{2} $$ 
 E $$ 8^{2} $$ 

",3
"Which of these equations are true? 
Select the three correct answers. 
 A $$ 9 \times 8 = 72 $$ 
 B $$ 9 \times 7 = 72 $$ 
 C $$ 35 \div 5 = 8 $$ 
 D $$ 35 \div 5 = 7 $$ 
 E $$ 9 \times 7 = 56 $$ 
 F $$ 8 \times 7 = 56 $$ 

",0
"Gianna drew an X on two sides of a triangle, as shown below. 
y2016_grade4_q13_img_1.png 
Which statement is true about the sides that Gianna drew an X on? 
 A The sides are parallel. 
 B The sides are perpendicular. 
 C The sides form an acute angle. 
 D The sides form an obtuse angle. 

",1
"A number written in expanded form is shown. 
$$  $$ 
Which of the following numbers in word form is equivalent to the number in expanded form? 
 A two hundred five and seven hundredths 
 B two hundred fifty and seven hundredths 
 C two hundred five and seventeen hundredths 
 D two hundred fifty and seventeen hundredths 

",2
"Which of these sentences matches the expression in the box below? 
$$30 \div 6$$ 
 A There are 30 students in Ms. Hall’s class, and 6 students are not in class. 
 B There are 30 students in Ms. Hall’s class, and 6 new students join the class. 
 C There are 30 students in Ms. Hall’s class, and the students are in 6 equal groups. 
 D There are 30 students in Ms. Hall’s class, and each student brings in 6 plastic bottles. 

",0
